Card_ID,Dt_Customer,Recency,MntGroceries,MntStationery,MntHouseKeeping,MntWellness_&_Beauty,MntElectronics_&_Supplies,MntLimitedEdition,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain
10005034,10/19/2018,95,317,0,24,11,8,177,3,12,3,5,7,0,0,0,0,0,0
10005037,11/17/2017,71,933,30,180,0,62,147,6,10,6,7,9,0,0,0,0,0,0
10005038,4/7/2019,32,538,58,210,80,80,129,3,13,5,12,4,0,0,0,0,0,0
10005039,3/10/2018,37,971,22,732,86,42,129,0,12,4,9,1,0,0,1,0,0,0
10005042,7/6/2018,43,17,0,4,0,0,5,1,7,2,2,6,0,0,0,0,0,0
10005044,9/8/2017,94,1001,96,477,154,116,116,2,17,7,8,7,0,0,1,0,0,0
10005045,8/19/2018,24,1286,51,589,62,41,104,1,12,12,10,2,0,0,1,0,0,0
10005046,4/30/2019,93,22,0,14,3,2,23,1,7,3,2,2,0,0,0,0,0,0
10005047,9/23/2017,66,438,194,268,31,190,38,2,13,6,7,4,0,0,0,0,0,0
10005049,1/26/2018,41,46,9,37,11,2,21,2,9,2,3,9,0,0,0,0,0,0
10005053,12/13/2018,79,0.4,1.3,0.8,1.2,1.3,1,0,1,0,0,13,0,0,0,0,0,0
10005054,5/2/2018,19,6,8,29,2,11,23,1,9,2,3,8,0,0,0,0,0,0
10005055,4/3/2018,21,18,14,9,4,18,9,3,9,2,3,9,0,0,0,0,0,0
10005056,12/18/2017,93,1400,185,387,111,66,22,1,16,12,8,4,0,0,0,0,0,0
10005064,6/30/2018,86,28,0,13,2,2,4,1,7,2,3,5,0,0,0,0,0,0
10005065,5/22/2019,25,16,2,6,0,6,5,1,7,2,3,3,0,0,0,0,0,0
10005067,3/18/2018,85,868,91,252,96,27,69,1,17,5,13,6,0,0,0,0,0,0
10005068,6/14/2019,25,0,2,8,15,10,23,2,9,3,2,5,0,0,0,0,0,0
10005071,6/22/2018,9,323,15,83,18,23,86,1,13,3,6,6,0,0,0,0,0,0
10005072,10/29/2017,69,12,3,11,3,2,10,2,8,2,2,9,1,0,0,0,0,0
10005075,10/17/2017,96,33.5,7.7,46.6,16.1,262.8,299.8,0,29,1,1,0,0,0,0,0,0,0
10005080,6/9/2018,96,16,0,5,9,6,0,1,7,2,3,4,0,0,0,0,0,0
10005082,11/5/2018,0,417,10,156,33,12,12,6,10,6,9,3,0,0,0,0,0,0
10005083,10/29/2017,48,18,1,15,0,9,16,1,7,3,2,8,1,0,0,0,0,0
10005084,2/4/2018,22,129,5,347,21,178,100,1,12,5,9,4,0,0,0,0,0,1
10005092,6/10/2019,28,273,151,631,90,65,37,1,9,6,9,1,0,0,0,0,0,0
10005093,6/21/2019,58,48,1,9,2,2,3,3,8,2,4,7,0,0,0,0,0,0
10005094,10/11/2017,60,2,2,9,4,4,16,2,7,3,2,7,1,0,0,0,0,0
10005095,11/24/2017,9,399,5,84,78,78,52,1,9,4,12,2,0,0,0,0,0,0
10005101,1/11/2019,3,407,169,849,166,129,148,1,10,7,4,2,0,0,0,0,0,0
10005103,6/23/2018,68,620,199,604,100,38,59,1,12,7,4,3,0,0,0,0,0,0
10005104,3/26/2019,61,710,72,532,58,15,44,1,11,9,6,2,0,0,0,0,0,0
10005107,10/25/2018,91,202,43,227,58,92,137,1,11,4,10,2,0,0,0,0,0,0
10005110,12/23/2018,45,27,5,22,4,2,17,2,8,2,3,7,0,0,0,0,0,0
10005111,1/13/2018,45,474,15,290,56,65,46,1,8,5,6,1,0,0,0,0,0,0
10005113,1/1/2018,91,29,1,27,0,2,9,2,8,2,3,7,1,0,0,0,0,0
10005118,2/22/2018,27,44,0,3,0,0,5,1,7,2,3,7,0,0,0,0,0,0
10005120,10/31/2018,16,155,26,,3,81,3,5,12,3,5,7,0,0,0,0,0,0
10005122,8/19/2017,24,195,0,528,0,152,90,1,12,7,8,9,0,1,1,1,0,0
10005124,5/12/2019,60,734,76,824,54,54,32,1,13,12,6,2,0,0,1,0,0,0
10005125,5/9/2019,98,758,38,989,28,137,275,0,9,9,9,1,0,0,0,0,0,0
10005129,12/11/2017,42,845,0,128,0,10,70,3,13,7,10,7,0,0,0,0,0,0
10005130,1/31/2018,72,490,86,111,112,26,77,4,11,8,9,4,0,0,0,0,0,0
10005131,11/7/2017,70,6,12,10,21,22,39,3,9,3,3,7,0,0,0,0,0,0
10005137,2/11/2019,90,8,0,8,2,2,5,1,7,2,2,7,0,0,0,0,0,0
10005138,6/15/2019,5,2,4,21,5,5,17,1,8,2,3,5,0,0,0,0,0,0
10005139,4/17/2019,4,16,5,15,,5,3,1,7,2,3,8,0,0,0,0,0,0
10005140,12/18/2017,1,82,2,48,4,3,32,2,9,3,3,8,0,0,0,0,0,0
10005141,12/29/2017,50,4,3,5,3,2,2,1,7,2,2,8,0,0,0,0,0,0
10005142,5/28/2019,75,298,17,123,42,38,27,1,11,4,8,3,0,1,0,0,0,0
10005144,4/20/2018,77,120.4,12.7,17.1,6.8,224.1,13.6,0,1,1,1,0,0,1,0,0,0,0
10005148,12/15/2017,2,648,75,302,45,22,194,1,11,5,6,3,0,0,0,0,0,0
10005151,11/10/2018,59,358,20,384,26,172,35,1,9,5,9,1,0,0,0,0,0,0
10005153,11/16/2018,97,206,21,430,26,26,26,1,11,12,8,2,0,1,1,1,0,0
10005155,11/12/2017,59,422,16,103,46,52,92,10,10,6,9,4,0,0,0,0,0,0
10005156,9/1/2017,83,632,28,149,9,26,119,3,11,5,12,5,0,0,0,0,0,0
10005157,6/18/2018,99,1047,22,872,23,71,95,1,12,8,8,4,0,0,0,1,0,0
10005162,5/24/2018,53,530,35,92,6,35,14,4,10,4,12,4,0,0,0,0,0,0
10005164,8/17/2018,86,336,75,284,220,34,155,1,16,9,9,6,0,0,0,0,0,0
10005166,2/28/2019,68,66,1,9,0,0,4,1,7,2,4,3,0,0,0,0,0,0
10005167,1/7/2019,78,106,1,25,4,0,44,2,8,3,4,4,0,0,0,0,0,0
10005170,1/28/2019,38,524,4,38,11,5,41,3,12,5,7,5,0,0,0,0,0,0
10005171,4/7/2019,8,76,4,40,4,11,11,3,8,3,4,5,0,0,0,0,0,0
10005174,12/8/2018,92,962,36,360,44,15,72,1,14,10,12,4,0,0,0,0,0,0
10005175,7/24/2018,27,12,0,6,0,0,8,1,7,2,2,8,1,0,0,0,0,0
10005177,6/15/2019,57,11,3,8,5,3,5,1,7,2,3,3,0,0,0,0,0,0
10005182,6/8/2019,84,35,1,11,0,0,2,1,7,2,3,6,0,0,0,0,0,0
10005183,1/1/2018,64,40,0,18,0,0,9,2,8,2,3,8,1,0,0,0,0,0
10005184,4/5/2018,32,10,0,10,0,2,5,1,7,2,2,9,0,0,0,0,0,0
10005185,6/25/2018,82,65,0,36,2,0,8,3,8,3,3,6,0,0,0,0,0,0
10005186,5/30/2019,41,20,5,29,3,6,9,2,8,3,3,5,0,0,0,0,0,0
10005190,3/20/2019,2,11,3,,4,3,3,2,7,3,3,4,0,0,0,0,0,0
10005193,11/10/2018,86,182,1,28,4,4,53,2,10,4,3,6,0,0,0,0,0,0
10005194,4/9/2018,46,20,4,20,12,4,8,1,8,2,3,8,0,0,0,0,0,0
10005195,3/16/2019,5,11,9,9,2,15,20,1,7,2,3,4,0,0,0,0,0,0
10005196,11/23/2018,91,37,1.3,2.2,0.8,1.8,387.1,0,26,0,1,0,0,1,0,0,0,0
10005200,5/19/2018,15,45,1,25,2,0,11,2,8,2,3,7,0,0,0,0,0,0
10005201,5/25/2018,66,584,75,345,168,77,65,1,9,9,6,1,0,0,0,0,0,0
10005203,8/20/2018,24,348,59,195,71,6,35,7,10,8,8,3,0,0,0,0,0,1
10005205,11/7/2018,4,215,28,572,102,148,57,1,9,10,13,1,0,0,0,0,0,0
10005207,5/21/2018,94,11,7,63,12,9,17,2,8,3,3,9,0,0,0,0,0,0
10005208,1/16/2018,92,44,1,26,0,4,5,1,8,2,3,8,0,0,0,0,0,0
10005210,3/8/2019,86,810,44,646,106,88,53,1,9,9,12,1,0,0,1,0,0,0
10005211,8/15/2017,60,887,30,237,24,24,65,6,9,10,4,8,0,0,0,0,0,0
10005216,3/18/2018,95,9,1,7,2,2,14,1,6,3,2,5,0,0,0,0,0,0
10005217,4/24/2019,28,908,14,616,34,51,34,1,10,7,12,1,0,0,0,0,0,0
10005218,5/18/2018,98,560,22,476,136,136,123,1,14,9,12,3,0,0,0,0,0,0
10005219,3/8/2018,70,178,24,37,,16,51,6,10,3,5,6,0,0,0,0,0,0
10005226,10/2/2018,89,206,45,81,54,12,108,4,9,4,8,4,0,0,0,0,0,0
10005227,2/4/2019,96,989,21,111,137,192,82,0,10,10,13,1,0,0,1,1,0,0
10005228,2/13/2019,70,3,22,15,24,11,41,4,9,3,3,8,0,0,0,0,0,0
10005229,6/9/2018,24,4,2,6,0,3,11,1,7,2,2,9,1,0,0,0,0,0
10005231,2/20/2019,86,388,37,288,60,111,148,0,9,13,9,1,0,0,0,0,0,0
10005233,9/24/2017,73,762,25,503,60,122,34,5,12,6,9,9,1,0,0,0,0,0
10005235,8/4/2017,77,32,18,32,10,11,5,3,9,2,3,9,0,0,0,0,0,0
10005237,9/19/2017,89,1048,67,384,64,16,32,3,17,7,4,6,0,1,0,0,0,0
10005239,4/16/2019,92,9,0,10,0,2,2,1,7,2,2,7,0,0,0,0,0,0
10005241,11/1/2018,26,15,0,6,0,0,5,1,7,2,2,8,0,0,0,0,0,0
10005244,8/8/2017,49,138,36,509,27,154,37,1,9,8,10,2,0,0,0,0,0,0
10005245,12/2/2018,21,28,1,15,2,9,10,1,8,2,3,4,0,0,0,0,0,0
10005247,8/8/2017,60,419,4,86,5,0,52,8,13,4,6,8,0,0,0,0,0,0
10005249,2/21/2019,98,467,21,112,6,20,32,1,15,4,6,6,0,0,0,0,0,0
10005253,5/21/2019,27,32,1,19,0,2,0,1,7,3,3,4,0,0,0,0,0,0
10005254,9/26/2018,6,2,9,6,0,8,6,2,8,2,3,6,0,0,0,0,0,0
10005255,12/29/2018,76,1073,107,767,64,21,21,1,10,8,7,1,0,0,1,0,0,0
10005256,8/18/2017,57,38,3,35,2,10,5,3,9,2,4,8,0,0,0,0,0,0
10005259,7/18/2018,48,334,35,202,71,42,28,1,9,5,12,1,0,0,0,0,0,1
10005260,4/7/2019,31,9,2,25,0,3,3,2,9,2,3,5,0,0,0,0,0,0
10005261,3/17/2018,82,29,3,29,6,2,28,3,9,3,2,9,1,0,0,0,0,0
10005266,6/14/2018,3,650,7,184,36,9,9,2,16,5,8,6,0,0,0,0,0,0
10005267,4/2/2019,59,423,0,29,0,4,32,1,11,3,8,4,0,0,0,0,0,0
10005268,11/3/2017,59,6,0,4,0,3,2,1,6,2,3,5,0,0,0,0,0,0
10005269,3/24/2019,36,58,0,16,0,0,8,2,8,2,3,6,0,0,0,0,0,0
10005271,6/20/2018,50,628,123,729,148,129,148,1,13,13,5,2,0,0,0,0,0,0
10005273,2/13/2019,16,1563,68,805,82,137,54,0,12,9,12,2,0,1,1,1,0,0
10005275,12/21/2018,42,212,29,900,0,39,135,1,13,8,11,4,0,0,0,0,0,0
10005277,1/21/2019,56,666,24,788,215,150,33,1,11,12,12,3,0,0,0,0,0,0
10005278,2/24/2019,92,683,33,218,0,20,29,1,8,8,4,1,0,0,0,0,0,0
10005279,6/10/2018,14,21,2,11,0,0,12,3,8,3,2,8,0,0,0,0,0,1
10005280,4/21/2018,60,1024,14,502,141,17,88,1,11,4,5,2,0,0,0,0,0,0
10005282,1/14/2018,39,14,3,20,8,3,8,2,7,2,3,9,0,0,0,0,0,0
10005286,9/28/2017,44,10,5,13,23,0,14,1,8,2,3,8,0,0,0,0,0,0
10005287,1/18/2019,89,424,0,38,0,0,14,2,13,3,6,6,0,1,0,0,0,0
10005288,9/13/2018,28,627,0,575,209,144,161,2,12,11,5,2,0,0,0,0,0,0
10005292,10/29/2017,73,1239,13,222,64,32,112,4,13,5,10,9,0,1,0,0,1,0
10005301,4/25/2019,35,65,15,134,16,16,47,6,10,4,4,8,1,0,0,0,0,0
10005306,2/23/2019,72,190,3,20,2,4,58,1,10,3,4,5,0,0,0,0,0,0
10005309,5/4/2019,37,275,22,547,25,168,123,1,10,8,9,2,0,0,0,0,0,0
10005311,11/9/2017,42,924,107,809,150,64,21,1,9,9,7,1,0,0,0,0,0,0
10005312,9/27/2018,48,482,9,558,23,23,126,1,9,12,11,2,0,0,0,0,0,0
10005314,10/9/2017,80,44.4,0.4,6.8,0,0,1,0,1,0,1,1,0,0,0,0,0,0
10005315,3/2/2018,80,83,25,145,,36,24,5,11,4,4,8,0,0,0,0,0,0
10005318,12/21/2018,36,1442,44,954,80,53,27,1,15,9,8,4,0,1,1,1,0,0
10005320,10/21/2018,29,147,21,48,23,12,18,2,9,3,6,6,0,0,0,0,0,0
10005323,3/18/2019,6,3,5,5,6,6,17,3,8,2,3,7,0,0,0,0,0,0
10005324,8/15/2018,27,104,2,35,0,2,15,4,8,3,4,6,0,0,0,0,0,0
10005326,11/20/2017,61,1667,79,502,71,0,47,3,15,8,5,5,0,0,1,1,0,0
10005328,6/5/2019,14,48,6,20,3,11,6,2,9,2,4,5,0,0,0,0,0,0
10005334,12/15/2018,59,155,9,139,18,26,4,4,11,4,5,6,0,0,0,0,0,0
10005335,12/1/2017,31,3,9,11,17,3,5,1,8,2,3,6,0,0,0,0,0,0
10005338,6/17/2019,30,56,0,44,,0,4,2,9,2,3,8,0,0,0,0,0,0
10005340,5/28/2019,26,491,143,,172,36,50,1,10,7,6,1,0,0,1,0,0,0
10005341,3/18/2019,78,1402,92,449,66,155,66,1,11,8,7,1,0,0,1,0,0,0
10005343,5/30/2019,58,305,64,131,6,123,220,4,11,4,10,5,0,0,0,0,0,0
10005349,11/23/2017,28,30,42,49,2,9,33,2,8,3,4,6,0,0,0,0,0,0
10005351,4/12/2018,17,69,0,7,0,0,2,2,8,2,3,8,0,0,0,0,0,0
10005353,3/1/2018,40,3,7,13,15,15,33,1,8,2,4,6,0,0,0,0,0,0
10005356,8/16/2018,52,999,64,511,231,58,135,1,9,11,12,5,0,0,0,0,0,0
10005357,2/12/2019,40,617,64,796,58,31,212,1,11,8,13,2,0,0,0,0,0,0
10005358,2/14/2018,62,63,12,56,4,44,66,3,11,2,3,9,0,0,0,0,0,0
10005360,8/17/2017,71,75,15,115,12,28,114,4,11,4,3,8,0,0,0,0,0,0
10005361,10/22/2018,52,88,0,,0,0,0,2,9,2,3,8,0,0,0,0,0,0
10005362,11/26/2017,1,442,40,122,35,30,48,0,10,9,10,1,0,0,0,1,0,0
10005363,12/22/2018,86,2,2,9,0,6,5,2,7,2,3,7,0,0,0,0,0,0
10005364,9/1/2018,97,532,174,503,30,32,113,1,10,7,11,1,0,0,1,1,0,0
10005370,9/4/2018,11,52,10,20,0,11,41,4,9,2,4,7,0,0,0,0,0,0
10005371,10/30/2018,45,651,102,281,24,123,12,3,14,5,4,3,0,0,0,0,0,0
10005374,4/28/2018,10,1276,81,608,37,48,270,1,10,9,10,2,0,1,1,1,0,0
10005376,1/6/2018,2,1180,76,203,166,166,32,1,12,5,4,7,0,0,1,0,0,0
10005380,8/5/2018,86,939,46,316,28,14,138,3,16,6,13,5,0,0,0,0,0,0
10005381,3/17/2018,35,14,5,15,18,21,14,1,9,2,4,6,0,0,0,0,0,0
10005385,8/2/2018,94,755,44,97,53,106,32,3,13,5,13,5,0,0,0,0,0,0
10005390,4/17/2019,80,35,3,33,3,3,11,2,9,2,3,6,0,0,0,0,0,0
10005391,11/24/2017,82,555,0,27,5,0,5,2,15,4,5,7,0,1,0,0,0,0
10005392,4/20/2018,73,479,28,,33,48,152,1,11,9,10,2,0,0,0,0,0,0
10005393,11/7/2017,38,668,54,930,186,160,75,1,13,9,10,3,1,0,0,1,0,0
10005394,9/30/2018,73,756,160,290,14,96,54,1,10,7,8,5,0,1,0,1,0,0
10005396,3/1/2019,50,28,0,9,2,2,2,4,8,2,4,6,0,0,0,0,0,0
10005398,3/16/2019,22,743,56,713,84,34,51,1,9,13,7,1,0,0,0,0,0,0
10005400,3/31/2018,16,23,0,17,2,5,3,1,7,2,3,6,0,0,0,0,0,0
10005404,3/29/2018,23,125,3,79,4,0,52,3,10,3,4,7,0,0,0,0,0,0
10005405,2/17/2019,66,5,1,10,3,0,0,1,7,2,2,8,0,0,0,0,0,0
10005406,8/6/2018,71,6,11,18,20,10,54,2,8,4,2,8,0,0,0,0,0,0
10005407,12/8/2018,4,717,45,757,165,74,36,1,9,8,4,1,0,0,1,1,0,0
10005409,9/3/2017,17,17,6,8,15,4,27,3,7,4,3,5,0,0,0,0,0,0
10005411,6/18/2019,58,14,2,18,5,2,5,2,8,2,4,4,0,0,0,0,0,0
10005412,1/27/2018,19,26,1,15,2,0,4,2,8,2,3,8,0,0,0,0,0,0
10005414,9/6/2017,89,471,114,326,149,34,172,6,12,8,12,6,0,0,0,0,0,0
10005415,4/17/2019,68,332,0,63,0,0,12,5,12,4,5,6,0,0,0,0,0,0
10005420,9/3/2018,74,564,176,760,53,88,123,1,10,12,8,1,0,0,0,0,0,0
10005421,8/30/2018,36,36,0,19,3,3,6,1,8,2,3,7,0,0,0,0,0,0
10005422,11/23/2017,74,29,0,17,0,0,6,2,7,2,3,8,0,0,0,0,0,0
10005423,5/4/2018,49,832,102,354,62,138,46,1,15,6,6,5,0,0,0,0,0,0
10005424,10/29/2018,71,1395,0,741,220,24,0,1,11,8,10,2,0,0,1,0,0,0
10005425,10/14/2018,61,22,0.7,42.7,7.6,7.6,378.1,0,1,1,1,16,0,0,0,0,0,0
10005429,7/17/2018,33,14,0,8,3,2,8,2,7,2,3,5,0,0,0,0,0,0
10005430,9/2/2017,22,653,60,333,36,84,170,3,8,11,4,2,0,0,0,0,0,0
10005431,9/8/2017,62,39,0,6,0,0,5,1,7,2,3,7,0,0,0,0,0,0
10005433,9/25/2017,61,52,35,64,15,5,24,3,10,2,4,8,0,0,0,0,0,0
10005437,3/17/2019,53,29,0,6,0,0,3,1,7,2,3,3,0,0,0,0,0,0
10005438,11/16/2018,64,154,1,16,3,2,12,1,10,3,3,6,0,0,0,0,0,0
10005440,5/1/2019,23,699,166,659,26,119,100,1,10,13,10,1,0,0,1,0,0,0
10005442,10/28/2018,67,38,0,26,6,5,4,3,8,2,4,6,0,0,0,0,0,0
10005443,10/29/2017,68,402,64,199,30,46,39,7,10,7,10,4,0,0,0,0,0,0
10005445,9/29/2017,98,645,0,46,6,6,21,9,12,7,7,6,0,0,0,0,0,0
10005447,4/4/2019,34,228,10,72,58,38,100,3,9,4,8,2,0,0,0,0,0,0
10005448,11/10/2018,71,20,6,27,2,8,9,2,9,2,3,7,0,0,0,0,0,0
10005449,5/17/2018,56,22,0,20,2,0,15,1,7,3,2,7,1,0,0,0,0,0
10005451,8/18/2018,70,989,17,730,194,129,42,1,11,8,6,2,0,1,0,0,0,0
10005460,6/10/2018,75,3,0,9,2,2,10,1,7,2,2,6,0,0,0,0,0,0
10005464,5/1/2018,29,352,14,409,0,42,257,4,17,8,3,9,1,0,0,0,0,0
10005465,3/4/2019,29,219,2,69,6,9,75,2,10,3,6,5,1,0,0,0,0,0
10005470,3/10/2019,79,84,8,35,5,2,3,1,8,3,4,4,0,0,0,0,0,0
10005471,6/22/2019,36,5,2,13,0,5,3,2,8,2,3,4,0,0,0,0,0,0
10005472,5/31/2018,1,206,7,69,6,16,16,1,9,4,6,5,0,0,0,0,0,0
10005474,3/18/2018,11,148,133,157,65,53,106,1,12,4,8,6,0,0,0,0,0,0
10005475,4/2/2018,39,225,5,72,24,24,17,2,10,4,6,5,0,0,0,0,0,0
10005477,12/25/2018,10,664,33,255,10,10,69,1,12,5,13,4,0,1,0,1,0,0
10005479,5/21/2019,31,17,9,29,11,6,51,1,8,3,2,5,1,0,0,0,0,0
10005480,5/8/2018,22,542,126,527,27,152,0,1,9,10,10,1,0,0,0,0,0,0
10005482,12/28/2017,56,47,59,51,42,47,53,4,10,3,5,8,0,0,0,0,0,0
10005483,11/29/2018,41,27,1,17,3,0,9,3,8,3,3,7,0,0,0,0,0,0
10005484,8/4/2017,97,1080,21,738,114,46,184,1,13,12,12,3,0,0,0,0,0,0
10005486,10/3/2018,10,3,5,8,0,22,22,2,8,2,3,7,0,0,0,0,0,0
10005487,1/25/2018,48,196,1,16,0,2,9,4,10,3,4,7,0,0,0,0,0,0
10005491,10/23/2018,38,9,17,20,5,12,32,4,10,2,3,8,0,0,0,0,0,0
10005494,3/31/2019,9,54,3,10,4,5,9,1,7,4,2,6,1,0,0,0,0,0
10005495,10/29/2017,40,813,92,559,30,18,296,1,16,6,9,6,0,0,0,0,0,0
10005496,6/10/2018,7,17,7,13,10,0,6,2,8,2,3,8,0,0,0,0,0,0
10005497,10/10/2017,90,15,2,16,5,4,21,1,7,2,3,8,0,0,0,0,0,0
10005498,7/4/2018,93,3,12,13,15,17,16,2,9,2,3,8,0,0,0,0,0,0
10005501,2/13/2018,49,336,7,90,18,0,33,8,12,5,5,7,0,0,0,0,0,0
10005502,2/9/2018,32,62,2,8,0,4,18,1,8,2,3,8,0,0,0,0,0,0
10005510,11/29/2017,86,492,68,590,0,150,69,4,10,5,10,8,0,0,0,0,0,0
10005512,4/28/2018,86,215,8,91,6,21,46,1,11,4,5,5,0,0,0,0,0,0
10005514,9/28/2017,47,452,43,101,6,26,26,4,12,5,8,6,0,0,0,0,0,0
10005517,3/17/2018,82,3,3,22,5,14,11,2,8,2,3,7,0,0,0,0,0,0
10005519,5/3/2018,62,287,13,158,41,5,63,9,12,4,7,6,0,0,0,0,0,0
10005520,6/13/2019,70,292,21,143,32,16,10,4,10,4,9,3,0,0,0,0,0,0
10005521,3/15/2018,90,536,19,145,16,54,50,4,13,10,4,7,0,0,0,0,0,0
10005522,12/9/2018,91,39,0,14,12,5,11,2,8,2,4,4,0,0,0,0,0,0
10005523,8/19/2017,45,1017,44,111,107,27,0,1,13,6,13,4,0,0,0,0,0,0
10005525,3/14/2019,40,4,7,6,10,9,28,3,8,4,2,5,0,0,0,0,0,0
10005526,7/21/2018,51,621,12,60,15,8,144,2,13,6,7,5,0,0,0,0,0,0
10005528,6/20/2018,66,831,34,895,186,41,62,1,9,8,7,2,0,0,0,1,0,0
10005531,8/21/2017,50,629,5,65,0,6,71,3,13,5,8,5,0,0,0,0,0,0
10005536,5/27/2019,3,309,27,204,39,52,46,1,13,4,8,5,0,0,0,0,0,0
10005539,12/13/2017,64,509,131,300,96,122,24,5,12,5,6,4,0,0,0,0,0,0
10005541,10/1/2018,90,810,61,293,24,0,0,1,10,8,5,2,0,1,0,0,0,0
10005543,3/28/2019,43,525,5,76,12,12,76,5,15,5,5,6,0,0,0,0,0,0
10005545,2/13/2018,72,290,0,64,0,4,22,3,12,4,4,7,0,0,0,0,0,0
10005547,10/22/2018,54,57,0,16,2,0,4,2,8,2,3,7,0,0,0,0,0,0
10005548,11/17/2018,62,371,196,417,29,34,68,1,11,9,9,2,0,0,0,0,0,0
10005549,6/23/2018,11,1532,33,347,20,20,140,1,12,5,6,7,1,0,1,1,0,0
10005552,6/7/2019,60,1084,0,455,165,92,54,1,9,8,4,1,0,0,1,0,0,0
10005553,6/28/2018,6,11,1,6,4,6,9,1,7,2,3,7,0,0,0,0,0,0
10005554,9/26/2017,41,6,5,15,18,3,17,1,7,2,3,9,0,0,0,0,0,0
10005560,9/10/2018,42,42,3,14,2,2,16,2,7,2,4,4,0,0,0,0,0,0
10005561,2/15/2018,4,638,69,330,138,166,180,3,11,6,8,2,0,0,0,0,0,0
10005562,4/20/2019,40,627,26,678,192,16,129,1,9,9,10,1,0,0,0,0,0,0
10005564,5/26/2019,78,32,0,17,2,2,3,2,9,2,3,8,0,0,0,0,0,0
10005565,10/21/2017,74,549,4,32,0,0,11,1,14,3,7,7,0,1,0,0,0,0
10005568,10/2/2017,74,89.2,2.3,57.1,4.1,292.5,3.6,0,28,1,1,0,0,0,0,0,0,0
10005570,12/9/2018,52,58,10,140,30,52,228,2,10,5,4,7,1,0,0,0,0,0
10005571,5/15/2019,36,77,2,18,4,3,10,1,8,3,3,3,0,0,0,0,0,0
10005572,12/1/2018,55,14,1,17,5,0,3,1,7,2,3,9,0,0,0,0,0,0
10005575,3/31/2019,38,460,22,351,184,25,46,2,12,12,13,2,0,0,0,0,0,0
10005576,2/4/2019,66,89,0,16,0,0,12,2,8,3,3,7,0,0,0,0,0,0
10005577,11/4/2017,38,33,0,11,0,0,5,4,8,2,4,5,0,0,0,0,0,0
10005578,12/19/2018,89,210,2,59,9,18,58,2,12,3,4,7,0,0,0,0,0,0
10005580,9/27/2018,30,0,1,5,6,10,6,1,7,2,2,8,0,0,0,0,0,0
10005581,12/13/2018,47,266,16,297,20,20,6,1,7,5,13,0,0,0,0,0,0,0
10005582,7/6/2018,13,23,13,20,9,9,10,1,7,3,3,3,0,0,0,0,0,0
10005583,3/19/2019,10,36,5,27,5,4,10,2,8,2,4,5,0,0,0,0,0,0
10005585,11/4/2017,16,42,3,22,2,4,6,2,8,2,3,6,0,0,0,0,0,0
10005587,2/8/2019,20,22,0,10,0,0,3,1,7,2,3,8,0,0,0,0,0,0
10005588,1/19/2019,59,21,7,22,5,8,4,3,8,2,4,3,0,0,0,0,0,0
10005590,11/8/2018,98,525,21,245,9,42,120,3,13,4,11,5,0,0,0,0,0,0
10005595,6/6/2018,45,9,1,26,12,22,11,3,9,2,3,8,0,0,0,0,0,0
10005597,4/3/2018,83,11,1,18,0,0,3,2,7,2,3,8,0,0,0,0,0,0
10005601,8/6/2017,24,214,30,131,28,41,65,4,10,4,8,6,0,0,0,0,0,0
10005606,7/16/2018,28,40,0,6,0,0,18,2,7,3,2,4,0,0,0,0,0,0
10005607,1/18/2018,5,969,96,,138,116,254,1,12,4,11,3,0,1,0,1,0,0
10005608,6/3/2019,34,11,9,19,14,2,28,1,8,2,3,4,0,0,0,0,0,0
10005610,11/28/2018,13,15,15,25,2,4,17,4,9,2,4,8,0,0,0,0,0,0
10005613,2/20/2018,60,77.9,0,24.5,1,2,424,0,22,1,1,1,0,0,0,0,0,0
10005614,1/9/2019,56,128,1,14,2,2,2,1,7,3,5,2,0,0,0,0,0,0
10005615,4/9/2018,3,36,71,64,26,41,50,1,10,3,5,7,0,0,0,0,0,0
10005617,5/7/2018,52,298,20,69,12,4,38,8,13,3,5,9,0,0,0,0,0,0
10005618,8/2/2018,73,326,114,42,6,130,58,1,13,4,8,4,0,0,0,0,0,0
10005620,10/2/2018,99,506,5,106,12,6,32,5,12,4,9,5,0,0,0,0,0,0
10005624,3/4/2018,9,6,3,4,8,0,3,1,6,2,3,6,0,0,0,0,0,0
10005628,2/7/2019,80,4,0,4,5,8,5,1,6,2,3,6,0,0,0,0,0,0
10005630,8/5/2017,80,1454,0,719,46,23,92,0,12,8,7,2,1,0,1,1,0,0
10005632,7/19/2018,12,902,8,73,10,10,90,4,14,5,11,5,0,0,0,0,0,0
10005634,1/2/2019,81,411,4,71,10,15,93,4,13,4,6,5,0,0,0,0,0,0
10005635,8/28/2017,42,144,42,306,87,41,48,1,8,8,10,7,0,0,0,0,0,0
10005636,4/17/2019,71,77,89,202,35,161,29,1,8,4,12,1,0,0,0,0,0,0
10005637,12/21/2017,12,514,65,208,129,39,20,5,14,6,10,6,0,0,0,0,0,0
10005639,5/24/2018,86,2,1,4,2,6,3,1,6,2,3,5,0,0,0,0,0,0
10005640,12/3/2018,25,8,0,10,2,0,2,1,7,2,3,7,0,0,0,0,0,0
10005643,8/9/2017,61,1446,74,531,66,45,36,1,10,10,6,6,0,0,1,0,0,0
